Date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-04,0.0,0.0,0.09561191928150505,0.07937551918756179,0.0,0.0,0.1037437409930487,0.0,0.0,0.10360529397709496,0.09226594139303437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09028977033225064,0.0,0.0,0.0,0.0,0.0,0.09706533488308124,0.0,0.0,0.0,0.08827889516279859,0.0,0.0,0.0,0.12031986749758712,0.0,0.0,0.0,0.0,0.0,0.0,0.13004407750816735,0.0,0.0,0.0,0.0
2019-02-05,0.0,0.0,0.0953027521590802,0.07970029283560119,0.0,0.0,0.10401749300228627,0.0,0.0,0.10355844552109389,0.08958886951850356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09135456774916192,0.0,0.0,0.0,0.0,0.0,0.09772463128179648,0.0,0.0,0.0,0.08896046831685307,0.0,0.0,0.0,0.12053962548317934,0.0,0.0,0.0,0.0,0.0,0.0,0.12985400816056566,0.0,0.0,0.0,0.0
2019-02-06,0.0,0.0,0.09529121048467876,0.07992009671498229,0.0,0.0,0.10622952924282601,0.0,0.0,0.1029072425288149,0.08907305939581324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09084083136762268,0.0,0.0,0.0,0.0,0.0,0.09675018278715515,0.0,0.0,0.0,0.08812478863825071,0.0,0.0,0.0,0.12103242611348827,0.0,0.0,0.0,0.0,0.0,0.0,0.1304256296214699,0.0,0.0,0.0,0.0
2019-02-07,0.0,0.0,0.09454753931173072,0.07996380504383754,0.0,0.0,0.10682684343340051,0.0,0.0,0.10278052960180008,0.08985130161884416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09115329705438226,0.0,0.0,0.0,0.0,0.0,0.0969838557327512,0.0,0.0,0.0,0.08873487413318398,0.0,0.0,0.0,0.11901697804256156,0.0,0.0,0.0,0.0,0.0,0.0,0.13073506520397565,0.0,0.0,0.0,0.0
2019-02-08,0.0,0.0,0.09315705206383067,0.07986430374225444,0.0,0.0,0.10721472124077619,0.0,0.0,0.1037135045279728,0.08825040095646584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09143170744976398,0.0,0.0,0.0,0.0,0.0,0.09958241393279686,0.0,0.0,0.0,0.08643468224330224,0.0,0.0,0.0,0.11962025591077993,0.0,0.0,0.0,0.0,0.0,0.0,0.1313339935103729,0.0,0.0,0.0,0.0
2019-02-11,0.0,0.0,0.0846965420043189,0.08075248850267827,0.0,0.0,0.10776153705667084,0.0,0.0,0.10453001906737808,0.08988746223404197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09256013753001982,0.0,0.0,0.0,0.0,0.0,0.10167758936772152,0.0,0.0,0.0,0.08497900248611238,0.0,0.0,0.0,0.11960193868187291,0.0,0.0,0.0,0.0,0.0,0.0,0.13416798933304047,0.0,0.0,0.0,0.0
2019-02-12,0.0,0.0,0.08558917379815727,0.08170157013104448,0.0,0.0,0.10790446207898659,0.0,0.0,0.10645445008092895,0.08713856281991471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215168390301796,0.0,0.0,0.0,0.0,0.0,0.10158311006541987,0.0,0.0,0.0,0.08462115020197088,0.0,0.0,0.0,0.12005861499221271,0.0,0.0,0.0,0.0,0.0,0.0,0.13341272833694742,0.0,0.0,0.0,0.0
2019-02-14,0.0,0.0,0.08875469079412167,0.08021287755528334,0.0,0.0,0.10884708426046222,0.0,0.0,0.10090580346621475,0.0863063701281473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09339866825804002,0.0,0.0,0.0,0.0,0.0,0.10255830938350835,0.0,0.0,0.0,0.08498097844029535,0.0,0.0,0.0,0.11919231339123033,0.0,0.0,0.0,0.0,0.0,0.0,0.1354700421918467,0.0,0.0,0.0,0.0
2019-02-15,0.0,0.0,0.08801464547883306,0.0798877326694784,0.0,0.0,0.1086584527530913,0.0,0.0,0.10480045286247647,0.08434697557533136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09275293780072866,0.0,0.0,0.0,0.0,0.0,0.10230202156109106,0.0,0.0,0.0,0.08423028228035861,0.0,0.0,0.0,0.12115769375448557,0.0,0.0,0.0,0.0,0.0,0.0,0.13447591092108252,0.0,0.0,0.0,0.0
2019-02-18,0.0,0.0,0.08716448193620596,0.08016726730853255,0.0,0.0,0.10754538670175197,0.0,0.0,0.10616734413110097,0.08706846066883361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928832614683915,0.0,0.0,0.0,0.0,0.0,0.10313489188678146,0.0,0.0,0.0,0.08384798067631259,0.0,0.0,0.0,0.12037302751450497,0.0,0.0,0.0,0.0,0.0,0.0,0.13228337624981626,0.0,0.0,0.0,0.0
2019-02-19,0.0,0.0,0.08723765559265553,0.08013892331689361,0.0,0.0,0.10922691678291997,0.0,0.0,0.10873174459563577,0.08603445171827374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09225814719112349,0.0,0.0,0.0,0.0,0.0,0.10353797821919829,0.0,0.0,0.0,0.08529830635334917,0.0,0.0,0.0,0.12012746270665758,0.0,0.0,0.0,0.0,0.0,0.0,0.128044681709081,0.0,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.08747651512344871,0.08051737492633475,0.0,0.0,0.10876652638528761,0.0,0.0,0.1096356746012302,0.08670837364839727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09119563336007812,0.0,0.0,0.0,0.0,0.0,0.1033535114460251,0.0,0.0,0.0,0.08458383685799413,0.0,0.0,0.0,0.12083535363555335,0.0,0.0,0.0,0.0,0.0,0.0,0.1275577548933122,0.0,0.0,0.0,0.0
2019-02-21,0.0,0.0,0.0881651152137692,0.07961067812025846,0.0,0.0,0.11052998835332037,0.0,0.0,0.11003783131823996,0.0880017205151348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09121266466835885,0.0,0.0,0.0,0.0,0.0,0.10207637269949302,0.0,0.0,0.0,0.08437302916111657,0.0,0.0,0.0,0.12061169912616995,0.0,0.0,0.0,0.0,0.0,0.0,0.12600395380994464,0.0,0.0,0.0,0.0
2019-02-22,0.0,0.0,0.08772542319204082,0.07962832191739644,0.0,0.0,0.11103029668517334,0.0,0.0,0.11298365332208689,0.08834966226063766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09195298504947526,0.0,0.0,0.0,0.0,0.0,0.09804006766138808,0.0,0.0,0.0,0.08489626155255262,0.0,0.0,0.0,0.11923074626559318,0.0,0.0,0.0,0.0,0.0,0.0,0.1267857731642103,0.0,0.0,0.0,0.0
2019-02-25,0.0,0.0,0.09003478777193644,0.0789109443054048,0.0,0.0,0.112442809466572,0.0,0.0,0.10927945633721313,0.08855394212541667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09117764985112771,0.0,0.0,0.0,0.0,0.0,0.0973648569322392,0.0,0.0,0.0,0.08525508803244514,0.0,0.0,0.0,0.11811374027357502,0.0,0.0,0.0,0.0,0.0,0.0,0.12948410288248557,0.0,0.0,0.0,0.0
2019-02-26,0.0,0.0,0.08750500094163687,0.07889937857996153,0.0,0.0,0.11423409616066452,0.0,0.0,0.10916575508052936,0.08903706738345553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09102831114931534,0.0,0.0,0.0,0.0,0.0,0.09671465008464517,0.0,0.0,0.0,0.08480071255260287,0.0,0.0,0.0,0.11662882984548575,0.0,0.0,0.0,0.0,0.0,0.0,0.13260183460455596,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.08741054424060395,0.0795757247006002,0.0,0.0,0.11432595584433047,0.0,0.0,0.10787088989548908,0.08912973257075722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08971986966225655,0.0,0.0,0.0,0.0,0.0,0.09571291915211357,0.0,0.0,0.0,0.08458638915500868,0.0,0.0,0.0,0.11763145085118361,0.0,0.0,0.0,0.0,0.0,0.0,0.13465580325659093,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.08702447959764742,0.07977914485245,0.0,0.0,0.11541984317744562,0.0,0.0,0.11042606007868293,0.0893397014881713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0897817512996184,0.0,0.0,0.0,0.0,0.0,0.09575100743151597,0.0,0.0,0.0,0.08424727005391619,0.0,0.0,0.0,0.11870212751759435,0.0,0.0,0.0,0.0,0.0,0.0,0.13014969796451828,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.08759494942750042,0.07881138735990953,0.0,0.0,0.11468297199752807,0.0,0.0,0.11286559336523606,0.08966343246383111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08961451947895001,0.0,0.0,0.0,0.0,0.0,0.09647368418045385,0.0,0.0,0.0,0.08250965936675171,0.0,0.0,0.0,0.11786374993651857,0.0,0.0,0.0,0.0,0.0,0.0,0.13053926426261475,0.0,0.0,0.0,0.0
2019-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09030233102120933,0.09775280998697572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10382969366082552,0.0,0.0,0.13720047571153954,0.0,0.0,0.0,0.11951175671514586,0.07676650967286772,0.08640060698721279,0.0,0.0,0.0,0.09352049348548475,0.0,0.0,0.0,0.10011039167456025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09526986226180756,0.0,0.0,0.0
2019-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.09085670438904075,0.09996487760252225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10251945792934104,0.0,0.0,0.13471135301332635,0.0,0.0,0.0,0.12040395999176107,0.07614523342804132,0.0861297923502306,0.0,0.0,0.0,0.0915212026167316,0.0,0.0,0.0,0.10191597049201821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09649384129629084,0.0,0.0,0.0
2019-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.09094875449267707,0.09907204693311625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10193179617380232,0.0,0.0,0.13551047061533777,0.0,0.0,0.0,0.12255817952773919,0.07627957594946742,0.08607098025572614,0.0,0.0,0.0,0.09071800639356642,0.0,0.0,0.0,0.10262419845825449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09495012563108522,0.0,0.0,0.0
2019-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.09139927159150361,0.10050137513767096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09963321544662668,0.0,0.0,0.1354994399993776,0.0,0.0,0.0,0.12362628091077224,0.07557289585347574,0.08637467308039862,0.0,0.0,0.0,0.08994910355661973,0.0,0.0,0.0,0.1025899579590519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09551934972023865,0.0,0.0,0.0
2019-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.09270112731361355,0.10024585243913851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09811561825335326,0.0,0.0,0.13510496900636848,0.0,0.0,0.0,0.12270475494451266,0.07639791063541046,0.0861874018142459,0.0,0.0,0.0,0.09073136933321921,0.0,0.0,0.0,0.10445874250540403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0940107135630333,0.0,0.0,0.0
2019-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.09314217633521518,0.09823209151033509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09834028460191102,0.0,0.0,0.13577190551367188,0.0,0.0,0.0,0.12254448614757664,0.07567610488281266,0.08656739141886531,0.0,0.0,0.0,0.09132780296743313,0.0,0.0,0.0,0.10594162375705243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09311027152226065,0.0,0.0,0.0
2019-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.09305603880699434,0.10027331520983654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0991645233613552,0.0,0.0,0.13590828732185273,0.0,0.0,0.0,0.12193451306115557,0.07376706903655317,0.08587669795751815,0.0,0.0,0.0,0.09331175361315598,0.0,0.0,0.0,0.1065325164608784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0908252850927606,0.0,0.0,0.0
2019-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.09376514989187931,0.09983049388861552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09734304757781913,0.0,0.0,0.13547107263882244,0.0,0.0,0.0,0.12251161067110494,0.07413365546339938,0.086633629060261,0.0,0.0,0.0,0.09370265666262834,0.0,0.0,0.0,0.10636351192354984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09089692239419492,0.0,0.0,0.0
2019-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0938025098929387,0.10180370861447219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09962270647755253,0.0,0.0,0.13256985316937328,0.0,0.0,0.0,0.12068330391531246,0.07460853370677227,0.09056074663422753,0.0,0.0,0.0,0.08987108739376556,0.0,0.0,0.0,0.10489027926837256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09223967123326,0.0,0.0,0.0
2019-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.09355354678541325,0.10343712103530545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09730266604446225,0.0,0.0,0.131467727948663,0.0,0.0,0.0,0.120872275009266,0.07569342399172076,0.09110725272701448,0.0,0.0,0.0,0.0906131311267723,0.0,0.0,0.0,0.10630666192670493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09029349392177723,0.0,0.0,0.0
2019-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.09294613286273609,0.10229097746289795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09869537032710911,0.0,0.0,0.13055731619898292,0.0,0.0,0.0,0.12229648973475332,0.07343458689801846,0.09064028067638769,0.0,0.0,0.0,0.09202663881145745,0.0,0.0,0.0,0.10750972461077074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09024450615816637,0.0,0.0,0.0
2019-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.09326508178145103,0.10112525062653599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09951732147942106,0.0,0.0,0.13048704442535994,0.0,0.0,0.0,0.12288096205608616,0.07233271341229171,0.0915016979763425,0.0,0.0,0.0,0.09110649621626792,0.0,0.0,0.0,0.1081358015199436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09029390958966604,0.0,0.0,0.0
2019-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.09388217073588222,0.10056586852010109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09881838204216682,0.0,0.0,0.13048805018730605,0.0,0.0,0.0,0.12328819932710482,0.07363175672631624,0.09097536280535927,0.0,0.0,0.0,0.09223642181302023,0.0,0.0,0.0,0.10608439221550392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09067933858814597,0.0,0.0,0.0
2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.09405767012855948,0.10184720621292144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09891584345102641,0.0,0.0,0.13121165158426207,0.0,0.0,0.0,0.12297012208915503,0.07242053228482329,0.08981515956430532,0.0,0.0,0.0,0.09234602345295184,0.0,0.0,0.0,0.1055614768600898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09150950135856686,0.0,0.0,0.0
2019-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.09394672384110497,0.1036869210700462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09942992519527284,0.0,0.0,0.13050393881928649,0.0,0.0,0.0,0.12090413504815588,0.07225920029531241,0.09113037153817118,0.0,0.0,0.0,0.09272397457538113,0.0,0.0,0.0,0.10774448946655549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08831812248362644,0.0,0.0,0.0
2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.09372439549423371,0.10393733798519188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10012181347892657,0.0,0.0,0.13010277692574299,0.0,0.0,0.0,0.12062417039759943,0.0737431116560882,0.09032791738001589,0.0,0.0,0.0,0.09433702900384808,0.0,0.0,0.0,0.10618836786089915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875400435091599,0.0,0.0,0.0
2019-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.09222396129731134,0.10444644633740743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10268206690887483,0.0,0.0,0.12876890745972233,0.0,0.0,0.0,0.12197306919388091,0.07304273972720603,0.08976618476285361,0.0,0.0,0.0,0.0947475827529184,0.0,0.0,0.0,0.10574202407165278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08724616942954135,0.0,0.0,0.0
